numero,variable,langue,phrase
2,4,français,Je me souviens ce qu'a côté beaucoup d'argent à la dernière minute .
3,4,français,Le journal a rapporté ce qu'a reçu des critiques favorables dans la presse .
4,4,français,Je sais ce qu'a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,4,français,Vous vous souvenez ce que sont tombées dans le four à notre grand regret .
6,4,français,Elle m'a dit ce que l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,4,français,Elle sait ce qu'est arrivée vers midi mardi dernier .
8,4,français,Nous nous souvenons tous ce que s'est perdu dans le courrier pendant la ruée vers les vacances .
9,4,français,Mon ami m'a rapporté ce qu'a ému ma mère aux larmes hier soir .
10,4,français,J'ai une idée sur ce que m'a bouleversé hier soir. 
11,4,français,Elle peut deviner ce qu'a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,4,français,Le journal a rapporté ce qu'était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,4,français,Nous rappelons ce qu'a trouvé un soutien en ligne en fin d'après-midi .
14,4,français,Je me souviens ce qu'a été publiée dans le journal local hier soir.
15,4,français,Notre ami a deviné ce qu'est apparue dans le journal hier après-midi .
16,4,français,Le maire m'a dit ce qu'avait été prise par le correspondant de guerre deux jours après la bataille .
17,4,français,Mon ami se souvient ce que n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,4,français,Le journal a dit ce qu'avait été importé d'Italie pendant mes vacances .
19,4,français,Notre voisin a dit ce qu'a déchiré leur mariage hier .
20,4,français,Mon ami m'a dit ce que suggérait d'augmenter les avantages sociaux des employés hier soir .
21,4,français,Elle ne peut pas croire ce qu'a eu lieu en ville au printemps dernier .
1,5,français,Je sais qu'une indication qu'a signalé la dépression nous a amenés à recommander un traitement hier soir.
2,5,français,Je me souviens que le cadeau que nous avons acheté à Mary a côté beaucoup d'argent à la dernière minute .
3,5,français,Le journal a rapporté que le roman qu'a provoqué le célèbre auteur a reçu des critiques favorables dans la presse .
4,5,français,Je sais que le tableau qu'a représenté Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,5,français,Vous vous souvenez que les instructions qu'ont montré comment faire fonctionner le sous-marin sont tombées dans le four à notre grand regret .
6,5,français,Elle m'a dit qu'une allergie qu'est causée par les arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,5,français,Elle sait que la livraison qu'a choqué Sarah est arrivée vers midi mardi dernier .
8,5,français,Nous nous souvenons tous que le colis que Sarah a décrit à Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,5,français,Mon ami m'a rapporté que la symphonie qu'était dédiée à Mozart a ému ma mère aux larmes hier soir .
10,5,français,J'ai une idée que la pièce qu'a ravi le comédien amateur m'a bouleversé hier soir. 
11,5,français,Elle peut deviner qu'un avant-propos qu'a présenté le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,5,français,Le journal a rapporté qu'un mélange qu'incluait de l'huile et du vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,5,français,Nous rappelons qu'une critique que visait l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,5,français,Je me souviens qu'une diatribe qu'a critiqué le maire a été publiée dans le journal local hier soir .
15,5,français,Notre ami a deviné qu'une photo montrant le condamné est apparue dans le journal hier après-midi .?
16,5,français,Le maire m'a dit qu'une photo qu'a choqué le public avait été prise par le correspondant de guerre deux jours après la bataille .
17,5,français,Mon ami se souvient qu'une description qui se moquait de la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,5,français,Le journal a dit que le cadeau que nous avons donné à Simon avait été importé d'Italie pendant mes vacances .
19,5,français,Notre voisin a dit que l'argument qui concernait la garde des enfants a déchiré leur mariage hier .
20,5,français,Mon ami m'a dit qu'une proposition qu'il présentera au conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,5,français,Elle ne peut pas croire qu'une conférence qu'a popularisé l'évolution des cellules a eu lieu en ville au printemps dernier .
1,6,français,Je sais qu'une indication qu'a signalé nous a amenés à recommander un traitement hier soir.
2,6,français,Je me souviens que le cadeau que nous avons acheté a côté beaucoup d'argent à la dernière minute .
3,6,français,Le journal a rapporté que le roman qu'a provoqué a reçu des critiques favorables dans la presse .
4,6,français,Je sais que le tableau qu'a représenté a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,6,français,Vous vous souvenez que les instructions qu'ont montré comment faire fonctionner sont tombées dans le four à notre grand regret .
6,6,français,Elle m'a dit qu'une allergie qu'est causée par l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,6,français,Elle sait que la livraison qu'a choqué est arrivée vers midi mardi dernier .
8,6,français,Nous nous souvenons tous que le colis que Sarah a décrit à s'est perdu dans le courrier pendant la ruée vers les vacances .
9,6,français,Mon ami m'a rapporté que la symphonie qu'était dédiée à a ému ma mère aux larmes hier soir .
10,6,français,J'ai une idée que la pièce qu'a ravi m'a bouleversé hier soir. 
11,6,français,Elle peut deviner qu'un avant-propos qu'a présenté a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,6,français,Le journal a rapporté qu'un mélange qu'incluait était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,6,français,Nous rappelons qu'une critique que visait a trouvé un soutien en ligne en fin d'après-midi .
14,6,français,Je me souviens qu'une diatribe qu'a critiqué a été publiée dans le journal local hier soir .
15,6,français,Notre ami a deviné qu'une photo montrant est apparue dans le journal hier après-midi .?
16,6,français,Le maire m'a dit qu'une photo qu'a choqué avait été prise par le correspondant de guerre deux jours après la bataille .
17,6,français,Mon ami se souvient qu'une description qui se moquait n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,6,français,Le journal a dit que le cadeau que nous avons donné avait été importé d'Italie pendant mes vacances .
19,6,français,Notre voisin a dit que l'argument qui concernait a déchiré leur mariage hier .
20,6,français,Mon ami m'a dit qu'une proposition qu'il présentera suggérait d'augmenter les avantages sociaux des employés hier soir .
21,6,français,Elle ne peut pas croire qu'une conférence qu'a popularisé a eu lieu en ville au printemps dernier .
1,7,français,Je sais ce qu'une indication qu'a signalé la dépression nous a amenés à recommander un traitement hier soir.
2,7,français,Je me souviens qui le cadeau que nous avons acheté à Mary a côté beaucoup d'argent à la dernière minute .
3,7,français,Le journal a rapporté qui le roman qu'a provoqué le célèbre auteur a reçu des critiques favorables dans la presse .
4,7,français,Je sais qui le tableau qu'a représenté Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,7,français,Vous vous souvenez ce que les instructions qu'ont montré comment faire fonctionner le sous-marin sont tombées dans le four à notre grand regret .
6,7,français,Elle m'a dit ce qu'une allergie qu'est causée par les arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,7,français,Elle sait qui la livraison qu'a choqué Sarah est arrivée vers midi mardi dernier .
8,7,français,Nous nous souvenons tous qui le colis que Sarah a décrit à Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,7,français,Mon ami m'a rapporté qui la symphonie qu'était dédiée à Mozart a ému ma mère aux larmes hier soir .
10,7,français,J'ai une idée qui la pièce qu'a ravi le comédien amateur m'a bouleversé hier soir. 
11,7,français,Elle peut deviner ce qu'un avant-propos qu'a présenté le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,7,français,Le journal a rapporté ce qu'un mélange qu'incluait de l'huile et du vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,7,français,Nous rappelons ce qu'une critique que visait l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,7,français,Je me souviens qui une diatribe qu'a critiqué le maire a été publiée dans le journal local hier soir .
15,7,français,Notre ami a deviné qui une photo montrant le condamné est apparue dans le journal hier après-midi .
16,7,français,Le maire m'a dit qui une photo qu'a choqué le public avait été prise par le correspondant de guerre deux jours après la bataille .
17,7,français,Mon ami se souvient ce qu'une description qui se moquait de la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,7,français,Le journal a dit qui le cadeau que nous avons donné à Simon avait été importé d'Italie pendant mes vacances .
19,7,français,Notre voisin a dit ce que l'argument qui concernait la garde des enfants a déchiré leur mariage hier .
20,7,français,Mon ami m'a dit qui une proposition qu'il présentera au conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,7,français,Elle ne peut pas croire ce qu'une conférence qu'a popularisé l'évolution des cellules a eu lieu en ville au printemps dernier .
1,8,français,Je sais ce qu'une indication qu'a signalé nous a amenés à recommander un traitement hier soir.
2,8,français,Je me souviens qui le cadeau que nous avons acheté a côté beaucoup d'argent à la dernière minute .
3,8,français,Le journal a rapporté qui le roman qu'a provoqué a reçu des critiques favorables dans la presse .
4,8,français,Je sais qui le tableau qu'a représenté a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,8,français,Vous vous souvenez ce que les instructions qu'ont montré comment faire fonctionner sont tombées dans le four à notre grand regret .
6,8,français,Elle m'a dit ce qu'une allergie qu'est causée par l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,8,français,Elle sait qui la livraison qu'a choqué est arrivée vers midi mardi dernier .
8,8,français,Nous nous souvenons tous qui le colis que Sarah a décrit à s'est perdu dans le courrier pendant la ruée vers les vacances .
9,8,français,Mon ami m'a rapporté qui la symphonie qu'était dédiée à a ému ma mère aux larmes hier soir .
10,8,français,J'ai une idée qui la pièce qu'a ravi m'a bouleversé hier soir. 
11,8,français,Elle peut deviner ce qu'un avant-propos qu'a présenté a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,8,français,Le journal a rapporté ce qu'un mélange qu'incluait était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,8,français,Nous rappelons ce qu'une critique que visait a trouvé un soutien en ligne en fin d'après-midi .
14,8,français,Je me souviens qui une diatribe qu'a critiqué a été publiée dans le journal local hier soir .
15,8,français,Notre ami a deviné qui une photo montrant est apparue dans le journal hier après-midi .?
16,8,français,Le maire m'a dit qui une photo qu'a choqué avait été prise par le correspondant de guerre deux jours après la bataille .
17,8,français,Mon ami se souvient ce qu'une description qui se moquait n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,8,français,Le journal a dit qui le cadeau que nous avons donné avait été importé d'Italie pendant mes vacances .
19,8,français,Notre voisin a dit ce que l'argument qui concernait a déchiré leur mariage hier .
20,8,français,Mon ami m'a dit qui une proposition qu'il présentera suggérait d'augmenter les avantages sociaux des employés hier soir .
21,8,français,Elle ne peut pas croire ce qu'une conférence qu'a popularisé a eu lieu en ville au printemps dernier .
1,9,français,Je sais qu'une indication ce que la dépression nous a amenés à recommander un traitement hier soir.
2,9,français,Je me souviens que le cadeau qui Mary a côté beaucoup d'argent à la dernière minute .
3,9,français,Le journal a rapporté que le roman qui le célèbre auteur a reçu des critiques favorables dans la presse .
4,9,français,Je sais que le tableau qui Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,9,français,Vous vous souvenez que les instructions ce que le sous-marin sont tombées dans le four à notre grand regret .
6,9,français,Elle m'a dit qu'une allergie ce que les arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,9,français,Elle sait que la livraison qui Sarah est arrivée vers midi mardi dernier .
8,9,français,Nous nous souvenons tous que le colis qui Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,9,français,Mon ami m'a rapporté que la symphonie qui Mozart a ému ma mère aux larmes hier soir .
10,9,français,J'ai une idée que la pièce qui le comédien amateur m'a bouleversé hier soir. 
11,9,français,Elle peut deviner qu'un avant-propos ce que le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,9,français,Le journal a rapporté qu'un mélange ce que l'huile et le vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,9,français,Nous rappelons qu'une critique ce que visait l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,9,français,Je me souviens qu'une diatribe qui le maire a été publiée dans le journal local hier soir .
15,9,français,Notre ami a deviné qu'une photo qui le condamné est apparue dans le journal hier après-midi .
16,9,français,Le maire m'a dit qu'une photo qui le public avait été prise par le correspondant de guerre deux jours après la bataille .
17,9,français,Mon ami se souvient qu'une description ce que la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,9,français,Le journal a dit que le cadeau qui Simon avait été importé d'Italie pendant mes vacances .
19,9,français,Notre voisin a dit que l'argument ce qui concernait la garde des enfants a déchiré leur mariage hier .
20,9,français,Mon ami m'a dit qu'une proposition qui le conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,9,français,Elle ne peut pas croire qu'une conférence ce que l'évolution des cellules a eu lieu en ville au printemps dernier .
1,10,français,Je sais qu'une indication ce que nous a amenés à recommander un traitement hier soir.
2,10,français,Je me souviens que le cadeau qui a côté beaucoup d'argent à la dernière minute .
3,10,français,Le journal a rapporté que le roman qui a reçu des critiques favorables dans la presse .
4,10,français,Je sais que le tableau qui a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,10,français,Vous vous souvenez que les instructions ce que sont tombées dans le four à notre grand regret .
6,10,français,Elle m'a dit qu'une allergie ce qu'est causée l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,10,français,Elle sait que la livraison qui est arrivée vers midi mardi dernier .
8,10,français,Nous nous souvenons tous que le colis qui s'est perdu dans le courrier pendant la ruée vers les vacances .
9,10,français,Mon ami m'a rapporté que la symphonie qui a ému ma mère aux larmes hier soir .
10,10,français,J'ai une idée que la pièce qui m'a bouleversé hier soir. 
11,10,français,Elle peut deviner qu'un avant-propos ce qu'a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,10,français,Le journal a rapporté qu'un mélange ce qu'était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait.
13,10,français,Nous rappelons qu'une critique ce qu'a trouvé un soutien en ligne en fin d'après-midi .
14,10,français,Je me souviens qu'une diatribe qui a été publiée dans le journal local hier soir .
15,10,français,Notre ami a deviné qu'une photo qui est apparue dans le journal hier après-midi .
16,10,français,Le maire m'a dit qu'une photo qui avait été prise par le correspondant de guerre deux jours après la bataille .
17,10,français,Mon ami se souvient qu'une description ce que n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,10,français,Le journal a dit que le cadeau qui avait été importé d'Italie pendant mes vacances .
19,10,français,Notre voisin a dit que l'argument ce qui concernait a déchiré leur mariage hier .
20,10,français,Mon ami m'a dit qu'une proposition qui suggérait d'augmenter les avantages sociaux des employés hier soir .
21,10,français,Elle ne peut pas croire qu'une conférence ce qu'a popularisé l'évolution des cellules a eu lieu en ville au printemps dernier .
1,11,français,Je sais ce qu'une indication ce que la dépression nous a amenés à recommander un traitement hier soir.
2,11,français,Je me souviens qui le cadeau qui Mary a côté beaucoup d'argent à la dernière minute .
3,11,français,Le journal a rapporté qui le roman qui le célèbre auteur a reçu des critiques favorables dans la presse .
4,11,français,Je sais qui le tableau qui Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,11,français,Vous vous souvenez ce que les instructions ce que le sous-marin sont tombées dans le four à notre grand regret .
6,11,français,Elle m'a dit ce qu'une allergie ce que les arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,11,français,Elle sait qui la livraison qui Sarah est arrivée vers midi mardi dernier .
8,11,français,Nous nous souvenons tous qui le colis qui Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,11,français,Mon ami m'a rapporté qui la symphonie qui Mozart a ému ma mère aux larmes hier soir .
10,11,français,J'ai une idée qui la pièce qui le comédien amateur m'a bouleversé hier soir. 
11,11,français,Elle peut deviner ce qu'un avant-propos ce que le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,11,français,Le journal a rapporté ce qu'un mélange ce que l'huile et le vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,11,français,Nous rappelons ce qu'une critique ce que l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,11,français,Je me souviens qui une diatribe qui le maire a été publiée dans le journal local hier soir .
15,11,français,Notre ami a deviné qui une photo qui le condamné est apparue dans le journal hier après-midi .
16,11,français,Le maire m'a dit qui une photo qui le public avait été prise par le correspondant de guerre deux jours après la bataille .
17,11,français,Mon ami se souvient ce qu'une description ce que la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,11,français,Le journal a dit qui le cadeau qui Simon avait été importé d'Italie pendant mes vacances .
19,11,français,Notre voisin a dit ce que l'argument ce que la garde des enfants a déchiré leur mariage hier .
20,11,français,Mon ami m'a dit qui une proposition qui le conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,11,français,Elle ne peut pas croire ce qu'une conférence ce qu'a popularisé l'évolution des cellules a eu lieu en ville au printemps dernier .
1,12,français,Je sais ce qu'une indication ce que nous a amenés à recommander un traitement hier soir.
2,12,français,Je me souviens qui le cadeau qui a côté beaucoup d'argent à la dernière minute .
3,12,français,Le journal a rapporté qui le roman qui a reçu des critiques favorables dans la presse .
4,12,français,Je sais qui le tableau qui a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,12,français,Vous vous souvenez ce que les instructions ce que sont tombées dans le four à notre grand regret .
6,12,français,Elle m'a dit ce qu'une allergie ce que l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,12,français,Elle sait qui la livraison qui est arrivée vers midi mardi dernier .
8,12,français,Nous nous souvenons tous qui le colis qui s'est perdu dans le courrier pendant la ruée vers les vacances .
9,12,français,Mon ami m'a rapporté qui la symphonie qui a ému ma mère aux larmes hier soir .
10,12,français,J'ai une idée qui la pièce qui m'a bouleversé hier soir. 
11,12,français, Elle peut deviner ce qu'un avant-propos ce qu'a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,12,français,Le journal a rapporté ce qu'un mélange ce qu'était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,12,français,Nous rappelons ce qu'une critique ce qu'a trouvé un soutien en ligne en fin d'après-midi .
14,12,français,Je me souviens qui une diatribe qui a été publiée dans le journal local hier soir .
15,12,français,Notre ami a deviné qui une photo qui est apparue dans le journal hier après-midi .
16,12,français,Le maire m'a dit qui une photo qui avait été prise par le correspondant de guerre deux jours après la bataille .
17,12,français,Mon ami se souvient ce qu'une description ce que n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,12,français,Le journal a dit qui le cadeau qui avait été importé d'Italie pendant mes vacances .
19,12,français,Notre voisin a dit ce que l'argument ce qu'a déchiré leur mariage hier .
20,12,français,Mon ami m'a dit qui une proposition qui suggérait d'augmenter les avantages sociaux des employés hier soir .
21,12,français,Elle ne peut pas croire ce qu'une conférence ce qu'a eu lieu en ville au printemps dernier .
1,13,français,Je sais qu'une indication de dépression nous a amenés à recommander un traitement hier soir.
2,13,français,Je me souviens que le cadeau pour Mary a côté beaucoup d'argent à la dernière minute .
3,13,français,Le journal a rapporté que le roman par le célèbre auteur a reçu des critiques favorables dans la presse .
4,13,français,Je sais que le tableau de Monet a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,13,français,Vous vous souvenez que les instructions pour le sous-marin sont tombées dans le four à notre grand regret .
6,13,français,Elle m'a dit qu'une allergie aux arachides l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,13,français,Elle sait que la livraison pour Sarah est arrivée vers midi mardi dernier .
8,13,français,Nous nous souvenons tous que le colis pour Robert s'est perdu dans le courrier pendant la ruée vers les vacances .
9,13,français,Mon ami m'a rapporté que la symphonie de Mozart a ému ma mère aux larmes hier soir .
10,13,français,J'ai une idée que la pièce du comédien amateur m'a bouleversé hier soir. 
11,13,français,Elle peut deviner qu'un avant-propos pour le nouveau manuscrit a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,13,français,Le journal a rapporté qu'un mélange de l'huile et du vinaigre était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait. 
13,13,français,Nous rappelons qu'une critique de l'industrie des combustibles fossiles a trouvé un soutien en ligne en fin d'après-midi .
14,13,français,Je me souviens qu'une diatribe contre le maire a été publiée dans le journal local hier soir .
15,13,français,Notre ami a deviné qu'une photo du condamné est apparue dans le journal hier après-midi .
16,13,français,Le maire m'a dit qu'une photo du général avait été prise par le correspondant de guerre deux jours après la bataille .
17,13,français,Mon ami se souvient qu'une description de la vie de l'abbaye n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,13,français,Le journal a dit que le cadeau pour Simon avait été importé d'Italie pendant mes vacances .
19,13,français,Notre voisin a dit que l'argument sur la garde des enfants a déchiré leur mariage hier .
20,13,français,Mon ami m'a dit qu'une proposition pour le conseil d'administration suggérait d'augmenter les avantages sociaux des employés hier soir .
21,13,français,Elle ne peut pas croire qu'une conférence sur l'évolution des cellules a eu lieu en ville au printemps dernier .
1,14,français,Je sais qu'une indication de nous a amenés à recommander un traitement hier soir.
2,14,français,Je me souviens que le cadeau pour a côté beaucoup d'argent à la dernière minute .
3,14,français,Le journal a rapporté que le roman par a reçu des critiques favorables dans la presse .
4,14,français,Je sais que le tableau de a atteint un prix élevé lors d'une vente aux enchères l'année dernière .
5,14,français,Vous vous souvenez que les instructions pour sont tombées dans le four à notre grand regret . 
6,14,français,Elle m'a dit qu'une allergie aux l'amène à éviter de sortir au restaurant depuis qu'il était jeune .
7,14,français,Elle sait que la livraison pour est arrivée vers midi mardi dernier .
8,14,français,Nous nous souvenons tous que le colis pour s'est perdu dans le courrier pendant la ruée vers les vacances .
9,14,français,Mon ami m'a rapporté que la symphonie de a ému ma mère aux larmes hier soir .
10,14,français,J'ai une idée que la pièce du m'a bouleversé hier soir. 
11,14,français,Elle peut deviner qu'un avant-propos pour a affirmé qu'Elvis est toujours en vie pendant le week-end .
12,14,français,Le journal a rapporté qu'un mélange de était utilisé pour la vinaigrette à chaque fois qu'elle cuisinait.
13,14,français,Nous rappelons qu'une critique de a trouvé un soutien en ligne en fin d'après-midi .
14,14,français,Je me souviens qu'une diatribe contre a été publiée dans le journal local hier soir .
15,14,français,Notre ami a deviné qu'une photo du est apparue dans le journal hier après-midi .
16,14,français,Le maire m'a dit qu'une photo du avait été prise par le correspondant de guerre deux jours après la bataille .
17,14,français,Mon ami se souvient qu'une description de n'avait pas été appréciée par l'évÍque il y a plus d'un an .
18,14,français,Le journal a dit que le cadeau pour avait été importé d'Italie pendant mes vacances .
19,14,français,Notre voisin a dit que l'argument sur a déchiré leur mariage hier .
