numero,variable,langue,phrase
5,16,français,You remember what the instructions for fell into the furnace much to our regret . 
6,16,français,She told me what an allergy to causes him to avoid dining out ever since he was young . 
7,16,français,She knows who the delivery for arrived around noon last Tuesday . 
8,16,français,We all remember who the package for got lost in the mail in the holiday rush . 
9,16,français,My friend reported who the symphony by moved my mother to tears yesterday night . 
10,16,français,I have an idea about who the play by upset me last night . 
11,16,français,She can guess what a forward for claimed that Elvis is still alive over the weekend . 
12,16,français,The newspaper reported what a mix of was used for the salad dressing every time she cooked . 
13,16,français,We recall what a critique of found support online late in the afternoon . 
14,16,français,I remember who a diatribe against was published in the local newspaper yesterday night . 
15,16,français,Our friend guessed who a picture of appeared in the newspaper yesterday afternoon . 
16,16,français,The mayor told me who a photograph of was taken by the war correspondent two days after the battle . 
17,16,français,My friend remembers what a description of was disliked by the bishop over a year ago . 
18,16,français,The newspaper said who the present for was imported from Italy while I was on vacation . 
19,16,français,Our neighbor said what the argument about tore their marriage apart yesterday . 
20,16,français,My friend told me who a proposal for suggested increasing employe benefits last evening . 
21,16,français,She can not believe what a conference on took place downtown last spring . 
