numero;variable;langue;phrase;;;;;;;;;
22;2;français;Le propriétaire du magasin;m'a dit;que ;;;;le restaurant;a préparé;;plus tôt cette semaine .
22;3;français;Le propriétaire du magasin;m'a dit;ce que ;;;;le restaurant;a préparé;une nouvelle recette ;plus tôt cette semaine .
22;4;français;Le propriétaire du magasin;m'a dit;ce que ;;;;le restaurant;a préparé;;plus tôt cette semaine .
22;5;français;Le propriétaire du magasin;m'a dit;que ;le boulanger;a oublié;que;le restaurant;a préparé;une nouvelle recette ;plus tôt cette semaine .
22;6;français;Le propriétaire du magasin;m'a dit;que ;le boulanger;a oublié;que;le restaurant;a préparé;;plus tôt cette semaine .
22;7;français;Le propriétaire du magasin;m'a dit;ce que ;le boulanger;a oublié;que;le restaurant;a préparé;une nouvelle recette ;plus tôt cette semaine .
22;8;français;Le propriétaire du magasin;m'a dit;ce que ;le boulanger;a oublié;que;le restaurant;a préparé;;plus tôt cette semaine .
23;1;français;Ma soeur;m'a dit;que ;;;;le journal;a publié;une histoire scandaleuse ;le mois dernier .
23;2;français;Ma soeur;m'a dit;que ;;;;le journal;a publié;;le mois dernier .
23;3;français;Ma soeur;m'a dit;ce que;;;;le journal;a publié;une histoire scandaleuse ;le mois dernier .
23;4;français;Ma soeur;m'a dit;ce que ;;;;le journal;a publié;;le mois dernier .
23;5;français;Ma soeur;m'a dit;que ;notre mère;se souvient;que;le journal;a publié;une histoire scandaleuse ;le mois dernier .
23;6;français;Ma soeur;m'a dit;que ;notre mère;se souvient;que;le journal;a publié;;le mois dernier .
23;7;français;Ma soeur;m'a dit;ce que ;notre mère;se souvient;que;le journal;a publié;une histoire scandaleuse ;le mois dernier .
23;8;français;Ma soeur;m'a dit;ce que ;notre mère;se souvient;que;le journal;a publié;;le mois dernier .
24;1;français;Nous ;Nous souvenons;que;;;;l'avocat;devait déchiqueté;les preuves;avant le procès .
24;2;français;Nous ;Nous souvenons;que;;;;l'avocat;devait déchiqueté;;avant le procès .
24;3;français;Nous ;Nous souvenons;ce que;;;;l'avocat;devait déchiqueté;les preuves;avant le procès .
24;4;français;Nous ;Nous souvenons;ce que;;;;l'avocat;devait déchiqueté;;avant le procès .
24;5;français;Nous ;Nous souvenons;que;le juge;a décidé;que;l'avocat;devait déchiqueté;les preuves;avant le procès .
24;6;français;Nous ;Nous souvenons;que;le juge;a décidé;que;l'avocat;devait déchiqueté;;avant le procès .
24;7;français;Nous ;Nous souvenons;ce que;le juge;a décidé;que;l'avocat;devait déchiqueté;les preuves;avant le procès .
24;8;français;Nous ;Nous souvenons;ce que;le juge;a décidé;que;l'avocat;devait déchiqueté;;avant le procès .
