numero,variable,langue,phrase
1,2,français,* Le policier a découvert que le condamné au crâne rasé a introduit clandestinement dans la prison . 
2,2,français,* Le propriétaire du magasin s'est rendu compte que le serveur en veste blanche a placé près de la nappe .
3,2,français,* Le comité a demandé que le banquier de la grande entreprise vende avec un crédit défectueux . 
4,2,français,* Le premier partenaire a dit que le marin en veste de pluie a tiré de toutes ses forces .
5,2,français,* Le journal a déclaré que le footballeur de l'équipe rivale a marqué durant le championnat .
6,2,français,* Le mari a vu que la femme de ménage du nouveau service de nettoyage a cassé dans le couloir . 
7,2,français,* L'administrateur a découvert que les étudiants qui étaient tous très diligents ont écrit sur pour leur mémoire .
8,2,français,* Ma mère s'est souvenue que le pompier qui a récemment commencé à travailler pour le département a sauvé de l'immeuble en flammes . 
9,2,français,* Notre ami a dit que le client qui n'avait jamais possédé de véhicule auparavant a offert à crédit 
10,2,français,* Le mémoire a raconté que la joueuse de tennis qui espérait gagner le tournoi de la grande île pensait avant le match .
11,2,français,* Votre père a remarqué que l'auteur que les fans adoraient a signé après la lecture .
12,2,français,* Le rapport a décrit que le gardien du zoo qui dormait au travail a perdu la trace de au zoo .
13,2,français,* Le journaliste a déclaré que les citoyens qui se soucient de l'engagement civique ont parlé de à la réunion de la mairie . 
14,2,français,* L'assistant s'est rendu compte que l'infirmière en uniforme blanc réconfortait dans la salle d'attente . 
15,2,français,* Votre ami a dit que le bibliothécaire avec les lunettes en plastique épaisses a placé sur la mauvaise étagère . 
16,2,français,* Le témoin s'est rendu compte que les avocats en costumes et cravates sombres ont déchiré tard dans la nuit .
17,2,français,* L'article disait ce que le chef qui était originaire de France préparait la soupe avant la ruée du dîner . 
18,2,français,* La compagnie d'assurance a conclu que le chauffeur de taxi avec la casquette à carreaux a heurté pendant qu'il conduisait imprudemment . 
19,2,français,* Le directeur du musée s'est rendu compte que le cambrioleur qui s'est fait passer pour un visiteur a volé la nuit dernière . 
1,3,français,* Le policier a découvert ce que le condamné au crâne rasé a introduit clandestinement une arme à feu dans la prison .
2,3,français,* Le propriétaire du magasin s'est rendu compte ce que le serveur en veste blanche a placé une bougie près de la nappe .
3,3,français,* Le comité a demandé ce que le banquier de la grande entreprise vende une hypothèque avec un crédit défectueux .
4,3,français,* Le premier partenaire a dit ce que le marin en veste de pluie a tiré une corde de toutes ses forces . 
5,3,français,* Le journal a déclaré ce que le footballeur de l'équipe rivale a marqué un but durant le championnat .
6,3,français,* Le mari a vu ce que la femme de ménage du nouveau service de nettoyage a cassé un vase dans le couloir .
7,3,français,* L'administrateur a découvert ce que les étudiants qui étaient tous très diligents ont écrit sur la philosophie pour leur mémoire .
8,3,français,* Ma mère s'est souvenue ce que le pompier qui a récemment commencé à travailler pour le département a sauvé son chat de l'immeuble en flammes .
9,3,français,* Notre ami a dit ce que le client qui n'avait jamais possédé de véhicule auparavant a offert la nouvelle voiture à crédit .
10,3,français,* Le mémoire a raconté ce que la joueuse de tennis qui espérait gagner le tournoi de la grande île pensait à son service avant le match .
11,3,français,* Votre père a remarqué ce que l'auteur que les fans adoraient a signé un exemplaire de son livre après la lecture . 
12,3,français,* Le rapport a décrit ce que le gardien du zoo qui dormait au travail a perdu la trace d'un kangourou au zoo . 
13,3,français,* Le journaliste a déclaré ce que les citoyens qui se soucient de l'engagement civique ont parlé d'un nouveau projet de loi à la réunion de la mairie .
14,3,français,* L'assistant s'est rendu compte ce que l'infirmière en uniforme blanc réconfortait le patient dans la salle d'attente .
15,3,français,* Votre ami a dit ce que le bibliothécaire avec les lunettes en plastique épaisses a placé le livre sur la mauvaise étagère .
16,3,français,* Le témoin s'est rendu compte ce que les avocats en costumes et cravates sombres ont déchiré les documents tard dans la nuit .
17,3,français,L'article disait ce que le chef qui était originaire de France préparait avant la ruée du dîner . L'article disait que le serveur mettait la table pendant que le chef préparait la soupe avant la ruée du dîner .
18,3,français,* La compagnie d'assurance a conclu ce que le chauffeur de taxi avec la casquette à carreaux a heurté le cerf pendant qu'il conduisait imprudemment .
19,3,français,* Le directeur du musée s'est rendu compte ce que le cambrioleur qui s'est fait passer pour un visiteur a volé le tableau la nuit dernière .
1,4,français,Le policier a découvert ce que le condamné au crâne rasé a introduit clandestinement dans la prison . 
2,4,français,Le propriétaire du magasin s'est rendu compte ce que le serveur en veste blanche a placé près de la nappe .
3,4,français,Le comité a demandé ce que le banquier de la grande entreprise vende avec un crédit défectueux 
4,4,français,Le premier partenaire a dit ce que le marin en veste de pluie a tiré de toutes ses forces .
5,4,français,Le journal a déclaré ce que le footballeur de l'équipe rivale a marqué durant le championnat .
6,4,français,Le mari a vu ce que la femme de ménage du nouveau service de nettoyage a cassé dans le couloir . 
7,4,français,L'administrateur a découvert ce que les étudiants qui étaient tous très diligents ont écrit sur pour leur mémoire .
8,4,français,Ma mère s'est souvenue ce que le pompier qui a récemment commencé à travailler pour le département a sauvé de l'immeuble en flammes . 
9,4,français,Notre ami a dit ce que le client qui n'avait jamais possédé de véhicule auparavant a offert à crédit .
10,4,français,Le mémoire a raconté ce que la joueuse de tennis qui espérait gagner le tournoi de la grande île pensait à avant le match .
11,4,français,Votre père a remarqué ce que l'auteur que les fans adoraient a signé après la lecture .
12,4,français,Le rapport a décrit ce que le gardien du zoo qui dormait au travail a perdu la trace de au zoo . 
13,4,français,Le journaliste a déclaré ce que les citoyens qui se soucient de l'engagement civique ont parlé de à la réunion de la mairie. 
14,4,français,L'assistant s'est rendu compte ce que l'infirmière en uniforme blanc réconfortait dans la salle d'attente . 
15,4,français,Votre ami a dit ce que le bibliothécaire avec les lunettes en plastique épaisses a placé sur la mauvaise étagère . 
16,4,français,Le témoin s'est rendu compte ce que les avocats en costumes et cravates sombres ont déchiré tard dans la nuit .
17,4,français,* L'article disait que le serveur mettait la table pendant que le chef préparait avant la ruée du dîner 
18,4,français,La compagnie d'assurance a conclu ce que le chauffeur de taxi avec la casquette à carreaux a heurté pendant qu'il conduisait imprudemment . 
19,4,français,Le directeur du musée s'est rendu compte ce que le cambrioleur qui s'est fait passer pour un visiteur a volé la nuit dernière . 
1,5,français,Le policier a découvert que l'émeute a éclaté après que le condamné a introduit clandestinement une arme à feu dans la prison .
2,5,français,Le propriétaire du magasin s'est rendu compte que le feu a commencé après que le serveur a placé une bougie près de la nappe .
3,5,français,Le comité a demandé que le règlement entre en vigueur avant que le banquier ne vende une hypothèque avec un crédit défectueux.
4,5,français,Le premier partenaire a dit que le capitaine serrait la roue pendant que le marin tirait une corde de toutes ses forces .
5,5,français,Le journal a déclaré que les fans se sont révoltés après que le footballeur a marqué un but durant le championnat . 
6,5,français,Le mari a vu que la femme s'est coupé le pied après que la femme de ménage a cassé un vase dans le couloir .
7,5,français,L'administrateur a découvert que le professeur était impressionné après que les étudiants ont écrit sur la philosophie pour leur mémoire .
8,5,français,Ma mère s'est souvenue que cette dame a failli avoir une crise cardiaque après que le pompier a sauvé son chat de l'immeuble en flammes .
9,5,français,Notre ami a dit que le vendeur avait fait un calcul rapide avant que le client offre la nouvelle voiture à crédit .
10,5,français,Le mémoire a raconté que l'entraîneur a pris un verre d'eau pendant que la joueuse de tennis pensait à son service avant le match .
11,5,français,Votre père a remarqué que les reporters prenaient des photos pendant que l'auteur signait un exemplaire de son livre après la lecture .
12,5,français,Le rapport a décrit que la police a réagi rapidement après que le gardien du zoo a perdu la trace d'un kangourou au zoo .
13,5,français,Le journaliste a déclaré que le maire fumait un cigare pendant que les citoyens parlaient d'un nouveau projet de loi à la réunion de la mairie .
14,5,français,L'assistant s'est rendu compte que le médecin faisait une sieste pendant que l'infirmière réconfortait le patient dans la salle d'attente .
15,5,français,Votre ami a dit que le patron s'est fâché après que le bibliothécaire a placé le livre sur la mauvaise étagère .
16,5,français,Le témoin s'est rendu compte que les stagiaires faisaient du café pendant que les avocats déchiraient les documents tard dans la nuit .
17,5,français,* L'article disait ce que le serveur mettait la table pendant que le chef préparait la soupe avant la ruée du dîner .
18,5,français,La compagnie d'assurance a conclu que le camionneur a dévié après que le chauffeur de taxi a heurté le cerf pendant qu'il conduisait imprudemment .
19,5,français,Le directeur du musée s'est rendu compte que le gardien de sécurité somnolait pendant que le cambrioleur volait le tableau la nuit dernière .
1,6,français,* Le policier a découvert que l'émeute a éclaté après que le condamné a introduit clandestinement dans la prison . 
2,6,français,* Le propriétaire du magasin s'est rendu compte que le feu a commencé après que le serveur a placé près de la nappe .
3,6,français,* Le comité a demandé que le règlement entre en vigueur avant que le banquier ne vende avec un crédit défectueux.
4,6,français,* Le premier partenaire a dit que le capitaine serrait la roue pendant que le marin tirait de toutes ses forces .
5,6,français,* Le journal a déclaré que les fans se sont révoltés après que le footballeur a marqué durant le championnat .
6,6,français,* Le mari a vu que la femme s'est coupé le pied après que la femme de ménage a cassé dans le couloir . 
7,6,français,* L'administrateur a découvert que le professeur était impressionné après que les étudiants ont écrit sur pour leur mémoire .
8,6,français,* Ma mère s'est souvenue que cette dame a failli avoir une crise cardiaque après que le pompier a sauvé de l'immeuble en flammes. 
9,6,français,* Notre ami a dit que le vendeur avait fait un calcul rapide avant que le client offre à crédit .
10,6,français,* Le mémoire a raconté que l'entraîneur a pris un verre d'eau pendant que la joueuse de tennis pensait à avant le match .
11,6,français,* Votre père a remarqué que les reporters prenaient des photos pendant que l'auteur signait après la lecture .
12,6,français,* Le rapport a décrit que la police a réagi rapidement après que le gardien du zoo a perdu la trace de au zoo .
13,6,français,* Le journaliste a déclaré que le maire fumait un cigare pendant que les citoyens parlaient de à la réunion de la mairie . 
14,6,français,* L'assistant s'est rendu compte que le médecin faisait une sieste pendant que l'infirmière réconfortait dans la salle d'attente . 
15,6,français,* Votre ami a dit que le patron s'est fâché après que le bibliothécaire a placé sur la mauvaise étagère .
16,6,français,* Le témoin s'est rendu compte que les stagiaires faisaient du café pendant que les avocats déchiraient tard dans la nuit .
17,6,français,* L'article disait ce que le serveur mettait la table pendant que le chef préparait avant la ruée du dîner . 
18,6,français,* La compagnie d'assurance a conclu que le camionneur a dévié après que le chauffeur de taxi a heurté pendant qu'il conduisait imprudemment . 
19,6,français,* Le directeur du musée s'est rendu compte que le gardien de sécurité somnolait pendant que le cambrioleur volait la nuit dernière . 
1,7,français,* Le policier a découvert ce que l'émeute a éclaté après que le condamné a introduit clandestinement une arme à feu dans la prison . 
2,7,français,* Le propriétaire du magasin s'est rendu compte ce que le feu a commencé après que le serveur a placé une bougie près de la nappe .
3,7,français,* Le comité a demandé ce que le règlement entre en vigueur avant que le banquier ne vende une hypothèque avec un crédit défectueux.
4,7,français,* Le premier partenaire a dit ce que le capitaine serrait la roue pendant que le marin tirait une corde de toutes ses forces .
5,7,français,* Le journal a déclaré ce que les fans se sont révoltés après que le footballeur a marqué un but durant le championnat . 
6,7,français,* Le mari a vu ce que la femme s'est coupé le pied après que la femme de ménage a cassé un vase dans le couloir .
7,7,français,* L'administrateur a découvert ce que le professeur était impressionné après que les étudiants ont écrit sur la philosophie pour leur mémoire .
8,7,français,* Ma mère s'est souvenue ce que cette dame a failli avoir une crise cardiaque après que le pompier a sauvé son chat de l'immeuble en flammes . 
9,7,français,* Notre ami a dit ce que le vendeur avait fait un calcul rapide avant que le client offre la nouvelle voiture à crédit .
10,7,français,* Le mémoire a raconté ce que l'entraîneur a pris un verre d'eau pendant que la joueuse de tennis pensait à son service avant le match .
11,7,français,* Votre père a remarqué ce que les reporters prenaient des photos pendant que l'auteur signait un exemplaire de son livre après la lecture .
12,7,français,* Le rapport a décrit ce que la police a réagi rapidement après que le gardien du zoo a perdu la trace d'un kangourou au zoo .
13,7,français,* Le journaliste a déclaré ce que le maire fumait un cigare pendant que les citoyens parlaient d'un nouveau projet de loi à la réunion de la mairie .
14,7,français,* L'assistant s'est rendu compte ce que le médecin faisait une sieste pendant que l'infirmière réconfortait le patient dans la salle d'attente .
15,7,français,* Votre ami a dit ce que le patron s'est fâché après que le bibliothécaire a placé le livre sur la mauvaise étagère .
16,7,français,* Le témoin s'est rendu compte ce que les stagiaires faisaient du café pendant que les avocats déchiraient les documents tard dans la nuit .
17,7,français,L'article disait que pendant que le chef préparait la soupe avant la ruée du dîner le serveur mettait la table .
18,7,français,* La compagnie d'assurance a conclu ce que le camionneur a dévié après que le chauffeur de taxi a heurté le cerf pendant qu'il conduisait imprudemment .
19,7,français,* Le directeur du musée s'est rendu compte ce que le gardien de sécurité somnolait pendant que le cambrioleur volait le tableau la nuit dernière .
1,8,français,* Le policier a découvert ce que l'émeute a éclaté après que le condamné a introduit clandestinement dans la prison .
2,8,français,* Le propriétaire du magasin s'est rendu compte ce que le feu a commencé après que le serveur a placé près de la nappe .
3,8,français,* Le comité a demandé ce que le règlement entre en vigueur avant que le banquier ne vende avec un crédit défectueux.
4,8,français,* Le premier partenaire a dit ce que le capitaine serrait la roue pendant que le marin tirait de toutes ses forces .
5,8,français,* Le journal a déclaré ce que les fans se sont révoltés après que le footballeur a marqué durant le championnat .
6,8,français,* Le mari a vu ce que la femme s'est coupé le pied après que la femme de ménage a cassé dans le couloir .
7,8,français,* L'administrateur a découvert ce que le professeur était impressionné après que les étudiants ont écrit sur pour leur mémoire .
8,8,français,* Ma mère s'est souvenue ce que cette dame a failli avoir une crise cardiaque après que le pompier a sauvé de l'immeuble en flammes .
9,8,français,* Notre ami a dit ce que le vendeur avait fait un calcul rapide avant que le client offre à crédit . 
10,8,français,* Le mémoire a raconté ce que l'entraîneur a pris un verre d'eau pendant que la joueuse de tennis pensait à avant le match .
11,8,français,* Votre père a remarqué ce que les reporters prenaient des photos pendant que l'auteur signait livre après la lecture .
12,8,français,* Le rapport a décrit ce que la police a réagi rapidement après que le gardien du zoo a perdu la trace au zoo .
13,8,français,* Le journaliste a déclaré ce que le maire fumait un cigare pendant que les citoyens parlaient de à la réunion de la mairie .
14,8,français,* L'assistant s'est rendu compte ce que le médecin faisait une sieste pendant que l'infirmière réconfortait dans la salle d'attente . 
15,8,français,* Votre ami a dit ce que le patron s'est fâché après que le bibliothécaire a placé sur la mauvaise étagère .
16,8,français,* Le témoin s'est rendu compte ce que les stagiaires faisaient du café pendant que les avocats déchiraient tard dans la nuit .
17,8,français,* L'article disait que pendant que le chef préparait avant la ruée du dîner le serveur mettait la table .
18,8,français,* La compagnie d'assurance a conclu ce que le camionneur a dévié après que le chauffeur de taxi a heurté pendant qu'il conduisait imprudemment . 
19,8,français,* Le directeur du musée s'est rendu compte ce que le gardien de sécurité somnolait pendant que le cambrioleur volait la nuit dernière . 
1,9,français,Le policier a découvert qu'après que le condamné a introduit clandestinement une arme à feu dans la prison l'émeute a éclaté .
2,9,français,Le propriétaire du magasin s'est rendu compte qu'après que le serveur a placé une bougie près de la nappe le feu a commencé .
3,9,français,Le comité a demandé qu'avant que le banquier ne vende une hypothèque avec un crédit défectueux le règlement entre en vigueur.
4,9,français,Le premier partenaire a dit que pendant que le marin tirait une corde de toutes ses forces le capitaine serrait la roue .
5,9,français,Le journal a déclaré qu'après que le footballeur a marqué un but durant le championnat les fans se sont révoltés . 
6,9,français,Le mari a vu qu'après que la femme de ménage a cassé un vase dans le couloir la femme s'est coupé le pied .
7,9,français,L'administrateur a découvert qu'après que les étudiants ont écrit sur la philosophie pour leur mémoire le professeur était impressionné .
8,9,français,Ma mère s'est souvenue qu'après que le pompier a sauvé son chat de l'immeuble en flammes la dame a failli avoir une crise cardiaque.
9,9,français,Notre ami a dit qu'avant que le client offre la nouvelle voiture à crédit le vendeur avait fait un calcul rapide .
10,9,français,Le mémoire a raconté que pendant que la joueuse de tennis pensait à son service avant le match l'entraîneur a pris un verre d'eau .
11,9,français,Votre père a remarqué que pendant que l'auteur signait un exemplaire de son livre après la lecture les reporters prenaient des photos .
12,9,français,Le rapport a décrit qu'après que le gardien du zoo a perdu la trace d'un kangourou au zoo la police a réagi rapidement .
13,9,français,Le journaliste a déclaré que pendant que les citoyens parlaient d'un nouveau projet de loi à la réunion de la mairie le maire fumait un cigare .
14,9,français,L'assistant s'est rendu compte que pendant que l'infirmière réconfortait le patient dans la salle d'attente le médecin faisait une sieste .
15,9,français,Votre ami a dit qu'après que le bibliothécaire a placé le livre sur la mauvaise étagère le patron s'est fâché.
16,9,français,Le témoin s'est rendu compte que pendant que les avocats déchiraient les documents tard dans la nuit les stagiaires faisaient du café .
17,9,français,* L'article disait que pendant que le chef préparait la soupe avant la ruée du dîner le serveur mettait la table .
18,9,français,La compagnie d'assurance a conclu qu'après que le chauffeur de taxi a heurté le cerf pendant qu'il conduisait imprudemment le camionneur a dévié .
19,9,français,Le directeur du musée s'est rendu compte que pendant que le cambrioleur volait le tableau la nuit dernière le gardien de sécurité somnolait .
1,10,français,* Le policier a découvert qu'après que le condamné a introduit clandestinement dans la prison l'émeute a éclaté .
2,10,français,* Le propriétaire du magasin s'est rendu compte qu'après que le serveur a placé près de la nappe le feu a commencé .
3,10,français,* Le comité a demandé qu'avant que le banquier ne vende avec un crédit défectueux le règlement entre en vigueur.
4,10,français,* Le premier partenaire a dit que pendant que le marin tirait de toutes ses forces le capitaine serrait la roue .
5,10,français,* Le journal a déclaré qu'après que le footballeur a marqué durant le championnat les fans se sont révoltés .
6,10,français,* Le mari a vu qu'après que la femme de ménage a cassé dans le couloir la femme s'est coupé le pied .
7,10,français,* L'administrateur a découvert qu'après que les étudiants ont écrit sur pour leur mémoire le professeur était impressionné .
8,10,français,* Ma mère s'est souvenue qu'après que le pompier a sauvé de l'immeuble en flammes la dame a failli avoir une crise cardiaque .
9,10,français,* Notre ami a dit qu'avant que le client offre à crédit le vendeur avait fait un calcul rapide .
10,10,français,* Le mémoire a raconté que pendant que la joueuse de tennis pensait à avant le match l'entraîneur a pris un verre d'eau .
11,10,français,* Votre père a remarqué que pendant que l'auteur signait après la lecture les reporters prenaient des photos .
12,10,français,* Le rapport a décrit qu'après que le gardien du zoo a perdu la trace de au zoo la police a réagi rapidement .
13,10,français,* Le journaliste a déclaré que pendant que les citoyens parlaient de à la réunion de la mairie le maire fumait un cigare .
14,10,français,* L'assistant s'est rendu compte que pendant que l'infirmière réconfortait dans la salle d'attente le médecin faisait une sieste .
15,10,français,* Votre ami a dit qu'après que le bibliothécaire a placé sur la mauvaise étagère le patron s'est fâché.
16,10,français,* Le témoin s'est rendu compte que pendant que les avocats déchiraient tard dans la nuit les stagiaires faisaient du café .
17,10,français,* L'article disait que pendant que le chef préparait avant la ruée du dîner le serveur mettait la table . 
18,10,français,* La compagnie d'assurance a conclu qu'après que le chauffeur de taxi a heurté en conduisant imprudemment le camionneur a dévié . 
19,10,français,* Le directeur du musée s'est rendu compte que pendant que le cambrioleur volait la nuit dernière le gardien de sécurité somnolait . 
1,11,français,* Le policier a découvert ce qu'après que le condamné a introduit clandestinement une arme à feu dans la prison l'émeute a éclaté .
2,11,français,* Le propriétaire du magasin s'est rendu compte ce qu'après que le serveur a placé une bougie près de la nappe le feu a commencé .
3,11,français,* Le comité a demandé ce qu'avant que le banquier ne vende une hypothèque avec un crédit défectueux le règlement entre en vigueur .
4,11,français,* Le premier partenaire a dit ce que pendant que le marin tirait une corde de toutes ses forces le capitaine serrait la roue .
5,11,français,* Le journal a déclaré ce qu'après que le footballeur a marqué un but durant le championnat les fans se sont révoltés .
6,11,français,* Le mari a vu ce qu'après que la femme de ménage a cassé un vase dans le couloir la femme s'est coupé le pied . 
7,11,français,* L'administrateur a découvert ce qu'après que les étudiants ont écrit sur la philosophie pour leur mémoire le professeur était impressionné .
8,11,français,* Ma mère s'est souvenue ce qu'après que le pompier a sauvé son chat de l'immeuble en flammes la dame a failli avoir une crise cardiaque .
9,11,français,* Notre ami a dit ce qu'avant que le client offre la nouvelle voiture à crédit le vendeur avait fait un calcul rapide .
10,11,français,* Le mémoire a raconté ce que pendant que la joueuse de tennis pensait à son service avant le match l'entraîneur a pris un verre d'eau .
11,11,français,* Votre père a remarqué ce que pendant que l'auteur signait un exemplaire de son livre après la lecture les reporters prenaient des photos .
12,11,français,* Le rapport a décrit ce qu'après que le gardien du zoo a perdu la trace d'un kangourou au zoo la police a réagi rapidement .
13,11,français,* Le journaliste a déclaré ce que pendant que les citoyens parlaient d'un nouveau projet de loi à la réunion de la mairie le maire fumait un cigare .
14,11,français,* L'assistant s'est rendu compte ce que pendant que l'infirmière réconfortait le patient dans la salle d'attente le médecin faisait une sieste .
15,11,français,* Votre ami a dit ce qu'après que le bibliothécaire a placé le livre sur la mauvaise étagère le patron s'est fâché.
16,11,français,* Le témoin s'est rendu compte ce que pendant que les avocats déchiraient les documents tard dans la nuit les stagiaires faisaient du café .
17,11,français,* L'article disait ce que pendant que le chef préparait la soupe avant la ruée du dîner le serveur mettait la table .
18,11,français,* La compagnie d'assurance a conclu ce qu'après que le chauffeur de taxi a heurté le cerf pendant qu'il conduisait imprudemment le camionneur a dévié .
19,11,français,* Le directeur du musée s'est rendu compte ce que pendant que le cambrioleur volait le tableau la nuit dernière le gardien de sécurité somnolait .
1,12,français,* Le policier a découvert ce qu'après que le condamné a introduit clandestinement dans la prison l'émeute a éclaté . 
2,12,français,* Le propriétaire du magasin s'est rendu compte ce qu'après que le serveur a placé près de la nappe le feu a commencé . 
3,12,français,* Le comité a demandé ce qu'avant que le banquier ne vende avec un crédit défectueux le règlement entre en vigueur . 
4,12,français,* Le premier partenaire a dit ce que pendant que le marin tirait de toutes ses forces le capitaine serrait la roue . 
5,12,français,* Le journal a déclaré ce qu'après que le footballeur a marqué durant le championnat les fans se sont révoltés . 
6,12,français,* Le mari a vu ce qu'après que la femme de ménage a cassé dans le couloir la femme s'est coupé le pied . 
7,12,français,* L'administrateur a découvert ce qu'après que les étudiants ont écrit sur pour leur mémoire le professeur était impressionné . 
8,12,français,* Ma mère s'est souvenue ce qu'après que le pompier a sauvé de l'immeuble en flammes la dame a failli avoir une crise cardiaque . 
9,12,français,* Notre ami a dit ce qu'avant que le client offre à crédit le vendeur avait fait un calcul rapide . 
10,12,français,* Le mémoire a raconté ce que pendant que la joueuse de tennis pensait à avant le match l'entraîneur a pris un verre d'eau . 
11,12,français,* Votre père a remarqué ce que pendant que l'auteur signait après la lecture les reporters prenaient des photos . 
12,12,français,* Le rapport a décrit ce qu'après que le gardien du zoo a perdu la trace de au zoo la police a réagi rapidement . 
13,12,français,* Le journaliste a déclaré ce que pendant que les citoyens parlaient de à la réunion de la mairie le maire fumait un cigare 
14,12,français,* L'assistant s'est rendu compte ce que pendant que l'infirmière réconfortait dans la salle d'attente le médecin faisait une sieste . 
15,12,français,* Votre ami a dit ce qu'après que le bibliothécaire a placé sur la mauvaise étagère le patron s'est fâché. 
16,12,français,* Le témoin s'est rendu compte ce que pendant que les avocats déchiraient tard dans la nuit les stagiaires faisaient du café . 
17,12,français,* L'article disait ce que pendant que le chef préparait avant la ruée du dîner le serveur mettait la table . 
18,12,français,* La compagnie d'assurance a conclu ce qu'après que le chauffeur de taxi a heurté pendant qu'il conduisait imprudemment le camionneur a dévié . 
19,12,français,* Le directeur du musée s'est rendu compte ce que pendant que le cambrioleur volait la nuit dernière le gardien de sécurité somnolait . 
1,13,français,
2,13,français,
3,13,français,
4,13,français,
5,13,français,
6,13,français,
7,13,français,
8,13,français,
9,13,français,
10,13,français,
11,13,français,
12,13,français,
13,13,français,
14,13,français,
15,13,français,
16,13,français,
17,13,français,
18,13,français,
19,13,français,
1,14,français,
2,14,français,
3,14,français,
4,14,français,
5,14,français,
6,14,français,
7,14,français,
8,14,français,
9,14,français,
10,14,français,
11,14,français,
12,14,français,
13,14,français,
14,14,français,
15,14,français,
16,14,français,
17,14,français,
18,14,français,
19,14,français,
1,15,français,
2,15,français,
3,15,français,
4,15,français,
5,15,français,
6,15,français,
7,15,français,
8,15,français,
9,15,français,
10,15,français,
11,15,français,
12,15,français,
13,15,français,
14,15,français,
15,15,français,
16,15,français,
17,15,français,
18,15,français,
19,15,français,
1,16,français,
2,16,français,
3,16,français,
4,16,français,
5,16,français,
6,16,français,
7,16,français,
8,16,français,
9,16,français,
10,16,français,
11,16,français,
12,16,français,
13,16,français,
14,16,français,
15,16,français,
16,16,français,
17,16,français,
18,16,français,
19,16,français,
1,17,français,
2,17,français,
3,17,français,
4,17,français,
5,17,français,
6,17,français,
7,17,français,
8,17,français,
9,17,français,
10,17,français,
11,17,français,
12,17,français,
13,17,français,
14,17,français,
15,17,français,
16,17,français,
17,17,français,
18,17,français,
19,17,français,
1,18,français,
2,18,français,
3,18,français,
4,18,français,
5,18,français,
6,18,français,
7,18,français,
8,18,français,
9,18,français,
10,18,français,
11,18,français,
12,18,français,
13,18,français,
14,18,français,
15,18,français,
16,18,français,
17,18,français,
18,18,français,
19,18,français,
1,19,français,
2,19,français,
3,19,français,
4,19,français,
5,19,français,
6,19,français,
7,19,français,
8,19,français,
9,19,français,
10,19,français,
11,19,français,
12,19,français,
13,19,français,
14,19,français,
15,19,français,
16,19,français,
17,19,français,
18,19,français,
19,19,français,
1,20,français,
2,20,français,
3,20,français,
4,20,français,
5,20,français,
6,20,français,
7,20,français,
8,20,français,
9,20,français,
10,20,français,
11,20,français,
12,20,français,
13,20,français,
14,20,français,
15,20,français,
16,20,français,
17,20,français,
18,20,français,
19,20,français,
1,21,français,
2,21,français,
3,21,français,
4,21,français,
5,21,français,
6,21,français,
7,21,français,
8,21,français,
9,21,français,
10,21,français,
11,21,français,
12,21,français,
13,21,français,
14,21,français,
15,21,français,
16,21,français,
17,21,français,
18,21,français,
19,21,français,
1,22,français,
2,22,français,
3,22,français,
4,22,français,
5,22,français,
6,22,français,
7,22,français,
8,22,français,
9,22,français,
10,22,français,
11,22,français,
12,22,français,
13,22,français,
14,22,français,
15,22,français,
16,22,français,
17,22,français,
18,22,français,
19,22,français,
1,23,français,
